2012/05/18	455.50	2012/04/06	480.50	2012/01/06	417.25	2011/10/07	402.50	2011/07/08	444.00	2011/04/08	441.25	2010/12/31	441.50	2010/10/01	375.00			2010/04/02	299.00	2010/01/01	292.00	2009/10/02	267.25	2009/07/03	299.25	2009/04/03	282.00	2009/01/02	274.00	2008/10/03	343.00			2008/04/04	427.50	2008/01/04	418.00	2007/10/05	367.00	2007/07/06	304.00	2007/04/06	263.00	2007/01/05	269.00	2006/10/06	263.75	2006/07/07	262.50	2006/04/07	242.00	2006/01/06	228.50	2005/09/30	240.50	2005/07/08	226.00	2005/04/08	214.00	2004/12/31	213.75	2004/10/01	222.75	2004/07/09	246.00	2004/04/02	259.50	2004/01/02	243.00	2003/11/07	279.00	2003/07/04	249.00	2003/04/04	234.00	2003/01/03	237.00	2002/10/04	263.00		
2012/05/11	462.75	2012/03/30	468.50	2011/12/30	405.50	2011/09/30	402.75	2011/07/01	431.25	2011/04/01	441.25	2010/12/24	441.00	2010/09/24	383.75			2010/03/26	295.00	2009/12/25	288.75	2009/09/25	267.75	2009/06/26	300.50	2009/03/27	273.75	2008/12/26	255.75	2008/09/26	366.50			2008/03/28	424.50	2007/12/28	418.00	2007/09/28	367.00	2007/06/29	300.75	2007/03/30	261.25	2006/12/29	272.75	2006/09/29	263.50	2006/06/30	253.75	2006/03/31	241.50	2005/12/30	229.00	2005/09/23	238.00	2005/07/01	225.00	2005/04/01	216.75	2004/12/24	213.75	2004/09/24	222.00	2004/07/02	243.50	2004/03/26	261.00	2003/12/26	238.00	2003/10/31	280.00	2003/06/27	250.00	2003/03/28	228.50	2002/12/27	238.50	2002/09/27	267.00		
2012/05/04	459.75	2012/03/23	453.00	2011/12/23	400.25	2011/09/23	410.75	2011/06/24	435.50	2011/03/25	426.75	2010/12/17	427.50	2010/09/17	384.00			2010/03/19	294.00	2009/12/18	288.25	2009/09/18	273.00	2009/06/19	309.50	2009/03/20	273.00	2008/12/19	255.25	2008/09/19	359.25			2008/03/21	420.00	2007/12/21	410.75	2007/09/21	361.00	2007/06/22	288.75	2007/03/23	260.75	2006/12/22	270.25	2006/09/22	266.50	2006/06/23	257.25	2006/03/24	241.00	2005/12/23	231.00	2005/09/16	233.25	2005/06/24	229.00	2005/03/25	217.50	2004/12/17	214.00	2004/09/17	228.50	2004/06/25	249.00	2004/03/19	256.00	2003/12/19	236.50	2003/10/24	279.00	2003/06/20	250.00	2003/03/21	233.00	2002/12/20	239.50	2002/09/20	264.50		
2012/04/27	468.75	2012/03/16	454.25	2011/12/16	392.25	2011/09/16	423.50	2011/06/17	451.50	2011/03/18	422.25	2010/12/10	430.50	2010/09/10	384.00			2010/03/12	290.50	2009/12/11	287.00	2009/09/11	266.25	2009/06/12	323.00	2009/03/13	271.75	2008/12/12	269.75	2008/09/12	373.75			2008/03/14	452.00	2007/12/14	404.00	2007/09/14	355.75	2007/06/15	291.50	2007/03/16	261.50	2006/12/15	271.75	2006/09/15	264.00	2006/06/16	260.50	2006/03/17	243.50	2005/12/16	229.75	2005/09/09	233.75	2005/06/17	230.75	2005/03/18	216.50	2004/12/10	214.50	2004/09/10	228.00	2004/06/18	245.00	2004/03/12	253.50	2003/12/12	240.00	2003/10/17	271.00	2003/06/13	246.25	2003/03/14	231.00	2002/12/13	243.00	2002/09/13	267.00		
2012/04/20	468.50	2012/03/09	442.00	2011/12/09	393.25	2011/09/09	432.75	2011/06/10	457.75	2011/03/11	418.50	2010/12/03	420.75	2010/09/03	379.75			2010/03/05	294.75	2009/12/04	286.00	2009/09/04	273.50	2009/06/05	331.00	2009/03/06	276.50	2008/12/05	261.00	2008/09/05	379.75			2008/03/07	454.25	2007/12/07	383.50	2007/09/07	356.50	2007/06/08	284.50	2007/03/09	266.50	2006/12/08	273.25	2006/09/08	270.25	2006/06/09	264.00	2006/03/10	242.75	2005/12/09	231.00	2005/09/02	230.00	2005/06/10	226.50	2005/03/11	218.00	2004/12/03	216.00	2004/09/03	236.00	2004/06/11	246.00	2004/03/05	252.00	2003/12/05	239.00	2003/10/10	261.00	2003/06/06	241.00	2003/03/07	216.50	2002/12/06	245.50				
2012/04/13	469.25	2012/03/02	439.00	2011/12/02	389.00	2011/09/02	431.00	2011/06/03	461.50	2011/03/04	438.25	2010/11/26	409.00					2010/02/26	292.00	2009/11/27	285.25	2009/08/28	284.50	2009/05/29	327.75	2009/02/27	277.75	2008/11/28	298.75					2008/02/29	485.50	2007/11/30	383.50	2007/08/31	357.00	2007/06/01	287.50	2007/03/02	269.00	2006/12/01	272.00	2006/09/01	270.50	2006/06/02	263.25	2006/03/03	242.00	2005/12/02	233.25	2005/08/26	229.00	2005/06/03	225.00	2005/03/04	218.00	2004/11/26	216.75	2004/08/27	236.00	2004/06/04	247.00	2004/02/27	250.00	2003/11/28	243.00	2003/10/03	256.50	2003/05/30	242.25	2003/02/28	227.00	2002/11/29	249.50				
2012/04/06	473.50	2012/02/24	432.50	2011/11/25	387.25	2011/08/26	416.50	2011/05/27	478.50	2011/02/25	438.00	2010/11/19	401.50					2010/02/19	296.00	2009/11/20	284.75	2009/08/21	285.25	2009/05/22	331.50	2009/02/20	287.00	2008/11/21	306.00					2008/02/22	469.50	2007/11/23	383.00			2007/05/25	286.25	2007/02/23	270.00	2006/11/24	271.25	2006/08/25	270.00	2006/05/26	262.75	2006/02/24	240.00	2005/11/25	233.00	2005/08/19	227.50	2005/05/27	222.50	2005/02/25	211.50	2004/11/19	219.00	2004/08/20	229.00	2004/05/28	244.00	2004/02/20	251.25	2003/11/21	243.50	2003/09/26	253.50	2003/05/23	241.75	2003/02/21	232.00	2002/11/22	244.00				
2012/03/30	462.25	2012/02/17	433.25	2011/11/18	394.50	2011/08/19	411.00	2011/05/20	464.75	2011/02/18	443.75	2010/11/12	411.00					2010/02/12	295.25	2009/11/13	280.75	2009/08/14	286.25	2009/05/15	328.00	2009/02/13	298.50	2008/11/14	320.25					2008/02/15	449.00	2007/11/16	368.75			2007/05/18	281.50	2007/02/16	267.00	2006/11/17	268.50	2006/08/18	265.00	2006/05/19	258.00	2006/02/17	241.00	2005/11/18	238.00	2005/08/12	226.50	2005/05/20	222.50	2005/02/18	207.50	2004/11/12	217.25	2004/08/13	223.50	2004/05/21	248.00	2004/02/13	249.00	2003/11/14	247.50	2003/09/19	251.00	2003/05/16	248.50	2003/02/14	232.50	2002/11/15	244.00				
2012/03/23	447.75	2012/02/10	425.75	2011/11/11	388.75	2011/08/12	408.75	2011/05/13	444.50	2011/02/11	457.00	2010/11/05	403.50					2010/02/05	289.75	2009/11/06	275.00	2009/08/07	281.00	2009/05/08	327.75	2009/02/06	295.50	2008/11/07	332.50					2008/02/08	440.25	2007/11/09	373.50			2007/05/11	276.00	2007/02/09	273.50	2006/11/10	266.50	2006/08/11	267.25	2006/05/12	257.50	2006/02/10	238.75	2005/11/11	242.75	2005/08/05	226.00	2005/05/13	220.75	2005/02/11	206.50	2004/11/05	215.50	2004/08/06	226.00	2004/05/14	255.00	2004/02/06	252.00	2003/11/07	244.00	2003/09/12	248.50	2003/05/09	237.00	2003/02/07	233.00	2002/11/08	241.00				
2012/03/16	448.50	2012/02/03	427.25	2011/11/04	395.25	2011/08/05	411.25	2011/05/06	427.50	2011/02/04	459.00	2010/10/29	388.50					2010/01/29	288.25	2009/10/30	279.25	2009/07/31	275.25	2009/05/01	311.50	2009/01/30	292.50	2008/10/31	321.25					2008/02/01	422.75	2007/11/02	373.75			2007/05/04	276.25	2007/02/02	274.25	2006/11/03	264.50	2006/08/04	265.00	2006/05/05	250.00	2006/02/03	238.00	2005/11/04	242.00	2005/07/29	229.25	2005/05/06	218.25	2005/02/04	204.50	2004/10/29	216.75	2004/07/30	229.00	2004/05/07	263.50	2004/01/30	253.00	2003/10/31	242.00	2003/09/05	251.50	2003/05/02	237.00	2003/01/31	240.50	2002/11/01	240.50				
2012/03/09	437.50	2012/01/27	415.50	2011/10/28	393.25	2011/07/29	420.25	2011/04/29	433.00	2011/01/28	443.75	2010/10/22	379.50					2010/01/22	288.00	2009/10/23	278.50	2009/07/24	272.00	2009/04/24	310.50	2009/01/23	298.50	2008/10/24	321.00					2008/01/25	414.00	2007/10/26	371.25			2007/04/27	277.50	2007/01/26	273.75	2006/10/27	261.75	2006/07/28	265.00	2006/04/28	248.25	2006/01/27	237.75	2005/10/28	240.75	2005/07/22	227.00	2005/04/29	219.00	2005/01/28	207.50	2004/10/22	218.00	2004/07/23	240.00	2004/04/30	260.00	2004/01/23	252.00	2003/10/24	242.50	2003/08/29	251.00	2003/04/25	238.00	2003/01/24	241.00	2002/10/25	239.50				
2012/03/02	433.00	2012/01/20	406.75	2011/10/21	389.25	2011/07/22	431.50	2011/04/22	450.00	2011/01/21	444.25	2010/10/15	376.00					2010/01/15	288.75	2009/10/16	279.50	2009/07/17	283.75	2009/04/17	307.25	2009/01/16	295.25	2008/10/17	312.00					2008/01/18	425.50	2007/10/19	374.75			2007/04/20	271.25	2007/01/19	274.25	2006/10/20	262.75	2006/07/21	269.75	2006/04/21	248.25	2006/01/20	234.50	2005/10/21	239.00	2005/07/15	229.75	2005/04/22	219.50	2005/01/21	209.50	2004/10/15	219.00	2004/07/16	242.00	2004/04/23	258.00	2004/01/16	250.00	2003/10/17	238.00	2003/08/22	250.00	2003/04/18	244.25	2003/01/17	241.50	2002/10/18	238.00				
2012/02/24	427.00	2012/01/13	406.25	2011/10/14	398.50	2011/07/15	444.75	2011/04/15	433.00	2011/01/14	448.25	2010/10/08	376.50					2010/01/08	295.50	2009/10/09	273.75	2009/07/10	288.50	2009/04/10	290.00	2009/01/09	300.00	2008/10/10	313.00					2008/01/11	429.75	2007/10/12	363.50			2007/04/13	272.50	2007/01/12	276.50	2006/10/13	259.00	2006/07/14	268.50	2006/04/14	245.75	2006/01/13	230.00	2005/10/14	239.25	2005/07/08	230.25	2005/04/15	218.50	2005/01/14	212.50	2004/10/08	217.00	2004/07/09	248.00	2004/04/16	262.00	2004/01/09	246.00	2003/10/10	238.50	2003/08/15	245.00	2003/04/11	242.00	2003/01/10	246.00	2002/10/11	234.50				
2012/02/17	429.25	2012/01/06	414.25	2011/10/07	387.75	2011/07/08	440.50	2011/04/08	444.25	2011/01/07	451.00	2010/10/01	364.75					2010/01/01	295.00	2009/10/02	268.50	2009/07/03	303.75	2009/04/03	284.75	2009/01/02	278.00	2008/10/03	337.00					2008/01/04	422.75	2007/10/05	354.75			2007/04/06	266.75	2007/01/05	272.00	2006/10/06	254.50	2006/07/07	265.50	2006/04/07	246.00	2006/01/06	234.50	2005/10/07	237.00	2005/07/01	230.75	2005/04/08	219.75	2005/01/07	215.50	2004/10/01	218.00	2004/07/02	250.00	2004/04/09	264.00	2004/01/02	245.00	2003/10/03	237.50	2003/08/08	241.00	2003/04/04	238.00	2003/01/03	242.50	2002/10/04	234.50				
2012/02/10	421.00	2011/12/30	403.25	2011/09/30	387.00	2011/07/01	424.50	2011/04/01	444.25	2010/12/31	446.25	2010/09/24	374.75					2009/12/25	292.75	2009/09/25	266.75	2009/06/26	304.75	2009/03/27	276.00	2008/12/26	259.25	2008/09/26	355.00					2007/12/28	425.00	2007/09/28	348.00			2007/03/30	264.00	2006/12/29	275.00	2006/09/29	255.00	2006/06/30	257.50	2006/03/31	246.00	2005/12/30	233.00	2005/09/30	236.50	2005/06/24	235.00	2005/04/01	221.00	2004/12/31	216.75	2004/09/24	218.00	2004/06/25	253.00	2004/04/02	263.00	2003/12/26	240.00	2003/09/26	234.00	2003/08/01	245.00	2003/03/28	231.50	2002/12/27	244.00	2002/09/27	237.25				
2012/02/03	422.25	2011/12/23	398.50	2011/09/23	394.50	2011/06/24	428.00	2011/03/25	428.50	2010/12/24	444.25	2010/09/17	374.25					2009/12/18	292.00	2009/09/18	272.00	2009/06/19	315.00	2009/03/20	276.50	2008/12/19	259.75	2008/09/19	350.25					2007/12/21	415.25	2007/09/21	349.00			2007/03/23	263.50	2006/12/22	273.25	2006/09/22	256.00	2006/06/23	262.25	2006/03/24	244.75	2005/12/23	235.25	2005/09/23	233.00	2005/06/17	235.75	2005/03/25	221.00	2004/12/24	216.50	2004/09/17	222.00	2004/06/18	247.00	2004/03/26	264.00	2003/12/19	240.75	2003/09/19	235.50	2003/07/25	243.00	2003/03/21	236.00	2002/12/20	243.50	2002/09/20	235.00				
2012/01/27	411.00	2011/12/16	390.00	2011/09/16	407.00	2011/06/17	444.50	2011/03/18	423.75	2010/12/17	431.50	2010/09/10	371.75					2009/12/11	290.50	2009/09/11	264.75	2009/06/12	327.50	2009/03/13	274.75	2008/12/12	273.00	2008/09/12	365.00					2007/12/14	409.75	2007/09/14	340.00			2007/03/16	263.50	2006/12/15	274.75	2006/09/15	253.00	2006/06/16	264.00	2006/03/17	247.50	2005/12/16	235.25	2005/09/16	231.25	2005/06/10	230.50	2005/03/18	220.00	2004/12/17	217.75	2004/09/10	220.00	2004/06/11	248.00	2004/03/19	259.00	2003/12/12	243.00	2003/09/12	230.00	2003/07/18	252.00	2003/03/14	233.00	2002/12/13	247.00	2002/09/13	235.00				
2012/01/20	404.00	2011/12/09	390.50	2011/09/09	417.50	2011/06/10	450.00	2011/03/11	420.75	2010/12/10	434.75	2010/09/03	359.50					2009/12/04	289.50	2009/09/04	272.00	2009/06/05	335.25	2009/03/06	281.25	2008/12/05	266.00	2008/09/05	373.25					2007/12/07	388.50	2007/09/07	336.50			2007/03/09	269.50	2006/12/08	276.00	2006/09/08	259.50	2006/06/09	266.50	2006/03/10	246.50	2005/12/09	236.00	2005/09/09	232.75	2005/06/03	229.50	2005/03/11	221.50	2004/12/10	219.00	2004/09/03	225.00	2004/06/04	255.00	2004/03/12	258.00	2003/12/05	243.00	2003/09/05	231.50	2003/07/11	255.00	2003/03/07	222.00	2002/12/06	251.00						
2012/01/13	401.50	2011/12/02	388.25	2011/09/02	415.50	2011/06/03	455.50	2011/03/04	441.25	2010/12/03	423.25							2009/11/27	288.75	2009/08/28	283.50	2009/05/29	330.50	2009/02/27	282.00	2008/11/28	302.50							2007/11/30	388.75	2007/08/31	341.00			2007/03/02	272.00	2006/12/01	274.50	2006/09/01	259.50	2006/06/02	266.75	2006/03/03	245.00	2005/12/02	239.00	2005/09/02	230.00	2005/05/27	228.50	2005/03/04	221.00	2004/12/03	219.25	2004/08/27	220.00	2004/05/28	249.00	2004/03/05	255.00	2003/11/28	245.00	2003/08/29	234.00	2003/07/04	254.00	2003/02/28	232.50	2002/11/29	253.50						
2012/01/06	411.75	2011/11/25	386.25	2011/08/26	402.50	2011/05/27	473.75	2011/02/25	442.00	2010/11/26	412.50							2009/11/20	287.50	2009/08/21	284.00	2009/05/22	334.25	2009/02/20	290.00	2008/11/21	311.00							2007/11/23	387.00					2007/02/23	273.00	2006/11/24	274.00	2006/08/25	260.00	2006/05/26	266.50	2006/02/24	244.50	2005/11/25	239.50	2005/08/26	228.25	2005/05/20	225.50	2005/02/25	217.00	2004/11/26	220.25	2004/08/20	218.00	2004/05/21	253.00	2004/02/27	254.00	2003/11/21	247.00	2003/08/22	231.00	2003/06/27	255.00	2003/02/21	237.00	2002/11/22	249.00						
2011/12/30	400.50	2011/11/18	394.00	2011/08/19	398.00	2011/05/20	461.00	2011/02/18	444.75	2010/11/19	404.25							2009/11/13	284.25	2009/08/14	286.00	2009/05/15	330.75	2009/02/13	300.00	2008/11/14	325.00							2007/11/16	373.50					2007/02/16	269.00	2006/11/17	270.75	2006/08/18	256.50	2006/05/19	262.00	2006/02/17	244.00	2005/11/18	243.00	2005/08/19	227.25	2005/05/13	224.50	2005/02/18	211.00	2004/11/19	222.00	2004/08/13	217.00	2004/05/14	258.00	2004/02/20	254.00	2003/11/14	249.00	2003/08/15	230.00	2003/06/20	253.00	2003/02/14	236.50	2002/11/15	248.00						
2011/12/23	396.00	2011/11/11	388.50	2011/08/12	394.75	2011/05/13	440.00	2011/02/11	458.75	2010/11/12	414.00							2009/11/06	279.00	2009/08/07	280.75	2009/05/08	330.50	2009/02/06	295.00	2008/11/07	334.50							2007/11/09	378.00					2007/02/09	276.50	2006/11/10	269.00	2006/08/11	257.00	2006/05/12	260.75	2006/02/10	242.00	2005/11/11	247.00	2005/08/12	226.00	2005/05/06	223.25	2005/02/11	209.50	2004/11/12	219.75	2004/08/06	220.00	2004/05/07	264.00	2004/02/13	252.00	2003/11/07	246.00	2003/08/08	225.00	2003/06/13	249.00	2003/02/07	238.00	2002/11/08	244.00						
2011/12/16	387.75	2011/11/04	394.75	2011/08/05	395.25	2011/05/06	421.50	2011/02/04	461.25	2010/11/05	406.50							2009/10/30	281.50	2009/07/31	277.00	2009/05/01	314.50	2009/01/30	293.75	2008/10/31	324.00							2007/11/02	378.50					2007/02/02	276.75	2006/11/03	268.00	2006/08/04	256.50	2006/05/05	252.50	2006/02/03	243.50	2005/11/04	247.00	2005/08/05	226.00	2005/04/29	222.75	2005/02/04	208.25	2004/11/05	217.75	2004/07/30	218.00	2004/04/30	263.00	2004/02/06	255.00			2003/08/01	230.00	2003/06/06	246.00	2003/01/31	246.50	2002/11/01	245.00						
2011/12/09	388.25	2011/10/28	393.50	2011/07/29	400.75	2011/04/29	428.25	2011/01/28	446.00	2010/10/29	390.50							2009/10/23	282.50	2009/07/24	275.75	2009/04/24	314.00	2009/01/23	299.50	2008/10/24	323.25							2007/10/26	376.00					2007/01/26	275.75	2006/10/27	266.75	2006/07/28	256.00	2006/04/28	251.50	2006/01/27	242.00	2005/10/28	246.00	2005/07/29	230.00	2005/04/22	223.50	2005/01/28	211.00	2004/10/29	220.00	2004/07/23	225.00	2004/04/23	263.00	2004/01/30	255.00			2003/07/25	232.00	2003/05/30	245.00	2003/01/24	246.00	2002/10/25	245.00						
2011/12/02	385.25	2011/10/21	390.25	2011/07/22	408.25	2011/04/22	445.00	2011/01/21	447.75	2010/10/22	380.50							2009/10/16	282.25	2009/07/17	283.00	2009/04/17	309.50	2009/01/16	297.00	2008/10/17	315.50							2007/10/19	379.00					2007/01/19	277.25	2006/10/20	266.00	2006/07/21	259.50	2006/04/21	251.75	2006/01/20	239.00	2005/10/21	244.00	2005/07/22	229.00	2005/04/15	222.00	2005/01/21	212.50	2004/10/22	221.50	2004/07/16	229.00	2004/04/16	264.00	2004/01/23	255.00			2003/07/18	230.00	2003/05/23	247.00	2003/01/17	247.25	2002/10/18	242.00						
2011/11/25	383.50	2011/10/14	399.00	2011/07/15	419.00	2011/04/15	427.00	2011/01/14	451.50	2010/10/15	378.50							2009/10/09	276.25	2009/07/10	286.00	2009/04/10	292.25	2009/01/09	303.25	2008/10/10	315.00							2007/10/12	367.00					2007/01/12	280.00	2006/10/13	262.50	2006/07/14	260.00	2006/04/14	248.75	2006/01/13	233.00	2005/10/14	243.75	2005/07/15	232.00	2005/04/08	223.00	2005/01/14	213.50	2004/10/15	221.00	2004/07/09	240.00	2004/04/09	266.00	2004/01/16	253.00			2003/07/11	231.00	2003/05/16	252.00	2003/01/10	250.00	2002/10/11	240.00						
2011/11/18	392.00	2011/10/07	388.50	2011/07/08	414.25	2011/04/08	440.25	2011/01/07	453.75	2010/10/08	379.00							2009/10/02	271.50	2009/07/03	289.75	2009/04/03	288.00	2009/01/02	280.25	2008/10/03	340.00							2007/10/05	359.75					2007/01/05	275.00	2006/10/06	258.00	2006/07/07	257.75	2006/04/07	249.00	2006/01/06	238.75	2005/10/07	241.50	2005/07/08	231.25	2005/04/01	225.75	2005/01/07	217.00	2004/10/08	217.00	2004/07/02	245.00	2004/04/02	265.00	2004/01/09	249.00			2003/07/04	232.00	2003/05/09	242.00	2003/01/03	246.00	2002/10/04	242.00						
2011/11/11	388.75	2011/09/30	388.25	2011/07/01	397.50	2011/04/01	442.25	2010/12/31	449.50	2010/10/01	366.50							2009/09/25	269.50	2009/06/26	289.00	2009/03/27	279.75	2008/12/26	262.75	2008/09/26	358.25							2007/09/28	353.00					2006/12/29	276.50	2006/09/29	258.25	2006/06/30	253.00	2006/03/31	249.00	2005/12/30	237.00	2005/09/30	241.75	2005/07/01	230.00	2005/03/25	223.25	2004/12/31	219.00	2004/10/01	220.00	2004/06/25	245.00			2004/01/02	248.00			2003/06/27	234.00	2003/05/02	243.00	2002/12/27	248.00	2002/09/27	242.00						
2011/11/04	394.50	2011/09/23	395.25	2011/06/24	401.00	2011/03/25	426.00	2010/12/24	447.50	2010/09/24	377.75							2009/09/18	274.50	2009/06/19	299.75	2009/03/20	280.75	2008/12/19	262.75	2008/09/19	353.75							2007/09/21	353.00					2006/12/22	276.50	2006/09/22	262.00	2006/06/23	253.50	2006/03/24	249.00	2005/12/23	240.00	2005/09/23	238.50	2005/06/24	234.00	2005/03/18	224.00	2004/12/24	219.00	2004/09/24	223.00	2004/06/18	248.00			2003/12/26	243.00			2003/06/20	241.00	2003/04/25	244.00	2002/12/20	248.00	2002/09/20	242.00						
2011/10/28	393.00	2011/09/16	408.75	2011/06/17	415.25	2011/03/18	424.25	2010/12/17	435.00	2010/09/17	378.75							2009/09/11	268.00	2009/06/12	313.50	2009/03/13	281.50	2008/12/12	279.00	2008/09/12	368.00							2007/09/14	344.50					2006/12/15	277.75	2006/09/15	257.00	2006/06/16	254.50	2006/03/17	251.50	2005/12/16	239.25	2005/09/16	235.50	2005/06/17	235.75	2005/03/11	225.00	2004/12/17	220.75	2004/09/17	224.00	2004/06/11	250.00			2003/12/19	243.00			2003/06/13	242.00	2003/04/18	249.75	2002/12/13	253.00	2002/09/13	244.00						
2011/10/21	391.75	2011/09/09	419.50	2011/06/10	419.75	2011/03/11	422.75	2010/12/10	439.00	2010/09/10	375.25							2009/09/04	275.75	2009/06/05	320.00	2009/03/06	283.00	2008/12/05	272.50	2008/09/05	381.75							2007/09/07	341.50					2006/12/08	278.00	2006/09/08	262.50	2006/06/09	257.00	2006/03/10	250.00	2005/12/09	240.00	2005/09/09	237.00	2005/06/10	229.50	2005/03/04	224.00	2004/12/10	223.00	2004/09/10	225.00	2004/06/04	250.00			2003/12/12	246.00			2003/06/06	241.00	2003/04/11	250.00	2002/12/06	257.00								
2011/10/14	400.75	2011/09/02	418.50	2011/06/03	426.50	2011/03/04	442.75	2010/12/03	426.00	2010/09/03	362.50							2009/08/28	287.00	2009/05/29	318.00	2009/02/27	283.75	2008/11/28	316.25									2007/08/31	343.75					2006/12/01	277.50	2006/09/01	264.00	2006/06/02	258.00	2006/03/03	249.50	2005/12/02	242.75	2005/09/02	234.50	2005/06/03	228.00	2005/02/25	219.00	2004/12/03	222.75	2004/09/03	227.00	2004/05/28	258.00			2003/12/05	246.00			2003/05/30	240.00	2003/04/04	246.00	2002/11/29	255.00								
2011/10/07	389.00	2011/08/26	405.00	2011/05/27	436.50	2011/02/25	444.25	2010/11/26	415.00									2009/08/21	287.50	2009/05/22	321.75	2009/02/20	290.50	2008/11/21	322.50															2006/11/24	276.00	2006/08/25	263.00	2006/05/26	258.25	2006/02/24	248.00	2005/11/25	243.25	2005/08/26	233.00	2005/05/27	226.50	2005/02/18	214.50	2004/11/26	223.75	2004/08/27	224.00	2004/05/21	259.00			2003/11/28	250.00			2003/05/23	238.00	2003/03/28	239.00	2002/11/22	252.00								
2011/09/30	389.75	2011/08/19	401.25	2011/05/20	425.00	2011/02/18	445.75	2010/11/19	406.25									2009/08/14	288.00	2009/05/15	319.50	2009/02/13	300.00	2008/11/14	324.00															2006/11/17	272.75	2006/08/18	259.50	2006/05/19	255.50	2006/02/17	247.50	2005/11/18	246.75	2005/08/19	231.25	2005/05/20	223.00	2005/02/11	211.50	2004/11/19	225.50	2004/08/20	222.00	2004/05/14	261.00			2003/11/21	250.00			2003/05/16	250.00	2003/03/21	240.00	2002/11/15	252.00								
2011/09/23	396.75	2011/08/12	397.00	2011/05/13	408.00	2011/02/11	460.00	2010/11/12	417.00									2009/08/07	284.75	2009/05/08	320.00	2009/02/06	295.00	2008/11/07	336.00															2006/11/10	272.50	2006/08/11	261.50	2006/05/12	255.75	2006/02/10	246.00	2005/11/11	251.50	2005/08/12	230.50	2005/05/13	222.50	2005/02/04	210.25	2004/11/12	223.25	2004/08/13	220.00	2004/05/07	265.00			2003/11/14	251.00			2003/05/09	246.00	2003/03/14	240.00	2002/11/08	250.00								
2011/09/16	411.75	2011/08/05	398.00	2011/05/06	400.00	2011/02/04	462.00	2010/11/05	407.00									2009/07/31	279.75	2009/05/01	311.75	2009/01/30	293.75	2008/10/31	324.50															2006/11/03	272.25	2006/08/04	263.75	2006/05/05	248.50	2006/02/03	247.50	2005/11/04	250.00	2005/08/05	230.50	2005/05/06	221.25	2005/01/28	213.00	2004/11/05	221.25	2004/08/06	224.00	2004/04/30	264.00			2003/11/07	248.00			2003/05/02	245.00			2002/11/01	251.00								
2011/09/09	423.25	2011/07/29	403.75	2011/04/29	389.75	2011/01/28	448.50	2010/10/29	393.50									2009/07/24	280.00	2009/04/24	311.25	2009/01/23	302.25	2008/10/24	324.75															2006/10/27	269.50			2006/04/28	248.25	2006/01/27	244.00			2005/07/29	233.00	2005/04/29	221.50	2005/01/21	214.75	2004/10/29	223.50	2004/07/30	224.00	2004/04/23	264.00											2002/10/25	250.00								
2011/09/02	421.50	2011/07/22	411.00	2011/04/22	408.75	2011/01/21	449.75	2010/10/22	386.00									2009/07/17	287.75	2009/04/17	308.25	2009/01/16	305.75	2008/10/17	317.00															2006/10/20	269.00			2006/04/21	248.00	2006/01/20	241.00			2005/07/22	232.00	2005/04/22	222.00	2005/01/14	215.75	2004/10/22	225.00	2004/07/23	230.00	2004/04/16	265.00											2002/10/18	248.00								
2011/08/26	408.25	2011/07/15	420.00	2011/04/15	389.75	2011/01/14	454.75	2010/10/15	382.75									2009/07/10	290.00	2009/04/10	291.00	2009/01/09	309.75	2008/10/10	316.50															2006/10/13	266.00			2006/04/14	244.00	2006/01/13	234.75			2005/07/15	235.75	2005/04/15	221.00	2005/01/07	219.50	2004/10/15	224.50	2004/07/16	236.00	2004/04/09	265.00											2002/10/11	245.00								
2011/08/19	404.00	2011/07/08	417.50	2011/04/08	404.00	2011/01/07	459.50	2010/10/08	382.00									2009/07/03	303.25	2009/04/03	286.75	2009/01/02	286.75	2008/10/03	341.50															2006/10/06	262.75			2006/04/07	246.50	2006/01/06	240.50			2005/07/08	235.00	2005/04/08	224.00	2004/12/31	222.50	2004/10/08	220.00	2004/07/09	246.00													2002/10/04	248.00								
2011/08/12	399.25	2011/07/01	401.50	2011/04/01	402.50	2010/12/31	455.00	2010/10/01	369.75									2009/06/26	303.25	2009/03/27	278.50	2008/12/26	259.00	2008/09/26	361.00															2006/09/29	261.00			2006/03/31	246.00	2005/12/30	238.75			2005/07/01	233.50	2005/04/01	228.00	2004/12/24	222.50	2004/10/01	223.00	2004/07/02	249.00													2002/09/27	248.00								
2011/08/05	398.75	2011/06/24	405.00	2011/03/25	395.75	2010/12/24	455.25	2010/09/24	380.75									2009/06/19	315.00	2009/03/20	279.50	2008/12/19	259.25	2008/09/19	349.75															2006/09/22	263.00			2006/03/24	245.00	2005/12/23	241.75			2005/06/24	239.75	2005/03/25	229.00	2004/12/17	224.25	2004/09/24	225.00	2004/06/25	250.00													2002/09/20	248.00								
		2011/06/17	417.50	2011/03/18	402.00	2010/12/17	437.75	2010/09/17	381.25									2009/06/12	328.75	2009/03/13	276.25	2008/12/12	272.00	2008/09/12	363.50															2006/09/15	261.00			2006/03/17	245.50	2005/12/16	242.00			2005/06/17	239.75	2005/03/18	223.00	2004/12/10	226.50	2004/09/17	227.00	2004/06/18	251.00													2002/09/13	249.00								
